id,lat,lon,name
12361952232,-11.361103,29.548795,Veronica Chikonda Adolescent Clinic
12361953830,-11.4962501,29.5514015,Mano Health Post
12361959304,-11.5426139,29.6725371,Chipako Rural Health Centre
12361963854,-11.840905,29.501391,Chisakana Health Post
12460823433,-13.785298,28.504753,Luamabwe Rural Health Centre
12462501273,-13.673443,28.504234,Chisapa Health Post
12466466546,-13.426881,28.384305,Butikili Health Post
12466488118,-13.802631,28.644532,Kalweo Rural Health Centre
12466558357,-13.367655,28.409408,Lyobeka Health Post
12466561978,-13.866931,27.887589,Mushipashi Rural Health Centre
12466567245,-13.6377641,27.8450203,Ipumbu Rural Health Centre
12466568725,-13.4349534,28.2378302,Kanyenda Rural Health Centre
12466569741,-13.6465112,27.614957,Machiya Rural Health Centre
12466569980,-13.395357,28.335737,Chibuli Health Post
12466570012,-13.832014,27.836629,Chisanga Health Post
12466570334,-13.452039,27.933529,St Anthony Rural Health Centre
12466573430,-13.262418,28.2618,Kasamba Rural Health Centre
12466591516,-13.648431,27.548483,Chimbofuma Health Post
12466602931,-13.495047,28.032383,Mfulabunga Rural Health Centre
12466915684,-13.51964,28.11742,Chipesa Health Post
12466976175,-13.86055,27.8361156,Mwinuna Rural Health Centre
12466977785,-13.591633,28.409642,Luankuni Health Post
12466981524,-13.559053,28.346343,Mikata Rural Health Centre
12466989764,-13.5250304,28.2280284,Bwembelelo Health Post
12467004793,-13.78494,28.141957,Muchindushi Health Post
12467027859,-13.829106,28.261104,Intanda Health Post
12467041403,-13.5730131,28.0751797,Nampamba Rural Health Centre
12467051307,-12.455922,27.867882,Fitobaula Health Post
12467052710,-12.4570868,27.9098173,Fikolongo Health Post
12467054844,-12.3802371,27.8451522,Azatiza Health Centre
12467056220,-12.419161,27.965029,Milyashi East Health Post
12467082697,-12.2990124,27.7572041,Konkola Health Post
12467100008,-12.2961027,27.7597456,Konkola Health Centre 2
12468432452,-12.3900117,27.7638604,Miteta Health Post
12468511729,-12.3296768,27.8581213,Kawama Health Post (Chililabombwe)
12468526205,-12.3405606,27.9153561,Lubansa Health Post
12468526890,-12.659561,28.057495,Plantsite Chambishi Health Post
12468539245,-12.348814,27.832408,PPZ Health Post
12468541874,-12.851562,28.1368671,Chibuluma Urban Health Centre
12468761687,-12.7575863,27.8918807,Chiwembashi Health Post
12468768743,-12.637506,28.062651,Chambishi Mine Urban Health Centre
12468782284,-12.7465218,27.7371664,Chisangwa Health Post
